,Time,saliency_feature_x,saliency_feature_b
0,217.0,0.019388535903999582,0.017193664540536703
1,218.0,0.02849986234214157,0.009347020462155343
2,219.0,0.032987326389411466,0.008199053211137652
3,220.0,0.020538177352864295,0.010022050468251109
4,221.0,0.03902078149840236,0.020979177905246615
5,222.0,0.017304669553413986,0.028900996409356595
6,223.0,0.009861134551465511,0.017561983922496437
7,224.0,0.023600863944739103,0.025068048865068703
8,225.0,0.013785766286309809,0.03156739459373057
9,226.0,0.011080293147824705,0.020696469536051153
10,227.0,0.008089085668325424,0.01913470672443509
11,228.0,0.020858809514902533,0.020783329871483146
12,229.0,0.008905431638413574,0.027724604681134225
13,230.0,0.01521169994957745,0.0239926234818995
14,231.0,0.013214954826980829,0.015570946200750769
15,232.0,0.01150746492203325,0.015358669264242054
16,233.0,0.012596486788243055,0.013919327198527754
17,234.0,0.01932791431900114,0.014425720815779641
18,235.0,0.014434095728211105,0.008837883593514562
19,236.0,0.021490520355291663,0.01574599923333153
20,237.0,0.017109064268879592,0.03450449777301401
21,238.0,0.018100136145949363,0.013285350787919014
22,239.0,0.017747299990151077,0.021939757093787194
23,240.0,0.033054783241823316,0.025809008907526732
24,241.0,0.008441230218159035,0.03604496025945991
25,242.0,0.012910930789075792,0.022018027491867542
26,243.0,0.00974302573595196,0.025321698747575283
27,244.0,0.04300575426314026,0.021324011823162438
28,245.0,0.010893127240706235,0.023449070996139198
29,246.0,0.010601537732873112,0.03406554823741317
30,247.0,0.014365786482812837,0.01663662018254399
31,248.0,0.013432008470408619,0.02255570563720539
32,249.0,0.010766363760922104,0.01707360252039507
33,250.0,0.005823293724097312,0.03093977617099881
34,251.0,0.024158118385821582,0.021736499131657185
35,252.0,0.014487184642348439,0.016911716444883495
36,253.0,0.013855866534868255,0.021078068343922497
37,254.0,0.009949386509833857,0.013594771339558064
38,255.0,0.016034654690884054,0.01494274043943733
39,256.0,0.011179155902937055,0.014732794408337213
40,257.0,0.024557925877161324,0.017365171969868243
41,258.0,0.010353130812291056,0.018298135919030754
42,259.0,0.021239390538539737,0.017126392596401273
43,260.0,0.016124481162114533,0.009597479336662218
44,261.0,0.01681103592272848,0.012556880110059865
45,262.0,0.03025928131537512,0.012137601943686604
46,263.0,0.023354448121972383,0.0074348414142150435
47,264.0,0.014470526890363544,0.011306570935994386
48,265.0,0.016943953675217928,0.009353932621888817
49,266.0,0.015301413997076452,0.009191279381047935
50,267.0,0.014264163404004649,0.009439515904523433
51,268.0,0.013114034768659622,0.00546016376465559
52,269.0,0.012184106721542775,0.007751507998909802
53,270.0,0.019395701494067906,0.00844535420765169
54,271.0,0.006945252523291856,0.008362785470671952
55,272.0,0.007591832149773836,0.007892599049955606
56,273.0,0.0072479359223507345,0.009329074062407017
57,274.0,0.007308745384216308,0.009246894135139882
58,275.0,0.006518588936887682,0.008845535281579942
59,276.0,0.015748152637388557,0.010523957014083863
60,277.0,0.007186293497215957,0.013640921690966933
61,278.0,0.006195357744581997,0.010006744309794157
62,279.0,0.008413798478431999,0.012331245874520391
63,280.0,0.015588520048186182,0.01369280469371006
64,281.0,0.006678792939055711,0.015150575828738511
65,282.0,0.004282356554176659,0.012437707325443626
66,283.0,0.009845598734682427,0.011333507287781685
67,284.0,0.010278429073514417,0.00930971426423639
68,285.0,0.0071266830898821356,0.01089702463359572
69,286.0,0.024665197171270848,0.007789364655036479
70,287.0,0.00489483245764859,0.010173059441149235
71,288.0,0.006782832837780006,0.006681089790072292
72,289.0,0.004963328508893028,0.007376667996868491
73,290.0,0.006180266864248551,0.006093991128727794
74,291.0,0.00404074695543386,0.008724710321985185
75,292.0,0.004908907564822584,0.008765680360374973
76,293.0,0.011620417062658817,0.005196180572966114
77,294.0,0.006489142216742039,0.006767298234626651
78,295.0,0.0033054997096769513,0.004013597231823951
79,296.0,0.006066989694954827,0.004396765353158116
80,297.0,0.005133481974917231,0.005114962361403741
81,298.0,0.0044525947363581505,0.0036293611512519417
82,299.0,0.00673653845442459,0.004973107928526588
83,300.0,0.0034097138239303606,0.0038733082416001706
84,301.0,0.007267807319294661,0.006387594109401107
85,302.0,0.008577383169904352,0.0075793914729729295
86,303.0,0.005793919635470957,0.007009795785415917
87,304.0,0.0064646225306205455,0.013293624948710203
88,305.0,0.009234685165574774,0.007674724614480511
89,306.0,0.008135091664735227,0.008350880321813747
90,307.0,0.008239648607559501,0.011659955838695168
91,308.0,0.0067460535326972606,0.006340776733122766
92,309.0,0.019677879055961967,0.007468644471373409
93,310.0,0.008410557227034588,0.007693241001106799
94,311.0,0.003983517212327569,0.00570088138920255
95,312.0,0.006676174300082494,0.004620113386772573
96,313.0,0.005093445512466132,0.005505915021058172
97,314.0,0.008242532168515027,0.005823943309951574
98,315.0,0.011536032671574502,0.005010835311259143
99,316.0,0.005989767969731474,0.007769975264091044
100,317.0,0.005853618716355413,0.004605240724049509
101,318.0,0.006705921649700031,0.0068442148869507944
