,preds_1,preds_20,preds_21,preds_22,preds_3,preds_4
0,1067.634033203125,1.7197153568267822,1.7055261135101318,1.7218589782714844,-128.49488830566406,-243.796630859375
1,1075.5621337890625,1.7508833408355713,1.7493358850479126,1.7603015899658203,-127.49210357666016,-242.05654907226562
2,1117.18212890625,1.8089268207550049,1.8103641271591187,1.7968906164169312,-126.60689544677734,-239.8003387451172
3,1116.697021484375,1.8486369848251343,1.8617175817489624,1.8627122640609741,-125.5325927734375,-237.9361114501953
