,pl,error_dl,min_dl,max_dl,error_ac,min_ac,max_ac,error_dev,min_dev,max_dev,error_dl_null,min_dl_null,max_dl_null
0,0.9,0.07317422008579548,0.005095567395112156,0.14992004587477906,0.9267944743660732,0.06804166013259065,2.2398371619686355,1.5417333177205694,0.08585559156997682,3.42118568826605,2.3782017451301334,1.7259006314800687,3.6151327110630254
1,0.82,0.0720018831008213,0.0017271014294633004,0.2107694118761554,1.177586398394589,0.05242825043367611,2.08114245910359,1.4354664021790853,0.2870198027927803,3.5671689345371687,2.273640299381971,1.7406007001011246,3.016428406348888
2,0.74,0.07908710492484877,0.005039050304583208,0.27649263959891524,0.950514127515317,0.10122852778651906,2.519945554346754,1.6388718707993042,0.515627985096599,3.852220034893068,2.2473015223827817,1.7660414891724814,2.931330678470151
3,0.66,0.0883593342078465,0.029864861701807407,0.19518869337349895,0.9548414470641154,0.03487222670134579,2.1164557726182927,1.6383421267408675,0.16554907592898613,5.45233610507653,2.205467578531039,1.6600803567387907,2.896607059110093
4,0.58,0.07712895124380492,0.006694987711246284,0.21909063251537028,1.204811314498847,0.09593512851139774,2.278768544547268,1.4108367359065612,0.3039451618896177,2.8127247731582754,2.3061688007362506,1.865569058468168,2.8923269884518317
5,0.5,0.06227623502282377,0.004786147604682158,0.12961698661271034,1.3492203800216152,0.12503791535422645,2.6377631530454657,1.5046536897732634,0.6573509202523333,2.8688958686843478,2.250883630260654,1.810174359669524,3.0368911030885286
6,0.42,0.064767612890056,0.0031374478460619248,0.15693650339430673,1.3652928848094297,0.4440942369574947,2.0740307411010757,1.518739059001539,0.5226809053461172,2.686907757874985,2.179303484153495,1.7530446543039977,2.7056190446960953
7,0.34,0.0655756229183578,0.0022988681421144473,0.14706070767924403,1.4598031176821487,0.9219732263257451,1.8934664726933588,1.4359785627905775,0.740390873340692,2.1018958467506668,2.1794453917169565,1.79695129896743,2.6880646043153504
8,0.26,0.06591108226636747,0.005076527644839123,0.14739352017856872,1.4490519931141685,1.1244979535628157,1.8743233617698185,1.469681959221882,0.9326120496061018,2.167937359662825,2.189932939913469,1.8089252119992307,2.5584969928427115
9,0.18,0.05121045206932044,0.0039563641588319775,0.1243361280810473,1.494776639139856,1.0182304827017783,1.920236428277231,1.4936019942686318,0.9653605471109877,2.032482865755333,2.1306248237412975,1.7080511370325169,2.5327661883981194
10,0.1,0.06135851430293013,0.011345737392486097,0.23461671605733367,1.5407616039977359,1.269108610194131,1.8681425626044053,1.5426399465645804,1.0476271037652198,2.0115704596931883,2.2249882118110715,1.7862593134878992,2.588878096063252
