,preds_1,preds_20,preds_21,preds_22,preds_3,preds_4
0,1088.4876708984375,1.6875028610229492,1.7317867279052734,1.7663148641586304,-128.72171020507812,-244.93606567382812
1,1090.902587890625,1.7071664333343506,1.745873212814331,1.8204540014266968,-128.80821228027344,-244.552001953125
2,1088.240478515625,1.7070573568344116,1.7316913604736328,1.8267046213150024,-128.79931640625,-244.6792449951172
3,1090.4361572265625,1.6891053915023804,1.7391014099121094,1.855902075767517,-128.76486206054688,-244.61587524414062
