,Time,saliency_feature_x,saliency_feature_b
0,70.0,0.006427678093314171,0.006640542356763035
1,71.0,0.003372796077746898,0.006318982515949756
2,72.0,0.004312521038809791,0.005758296616841107
3,73.0,0.004130949487444013,0.01035950857331045
4,74.0,0.0025720706675201655,0.007762545911828056
5,75.0,0.010025999997742474,0.010799256712198257
6,76.0,0.00878643155692771,0.008668397390283644
7,77.0,0.010273748423787765,0.01339215615298599
8,78.0,0.009611952106934041,0.010934605693910271
9,79.0,0.0044368843198753895,0.010013018641620875
10,80.0,0.006607179804996121,0.009694564435631037
11,81.0,0.003642236502491869,0.015874671932397177
12,82.0,0.004860692517831921,0.013570823729969561
13,83.0,0.009238719963468612,0.011706563318148256
14,84.0,0.01340181355481036,0.013394834619248286
15,85.0,0.0061188295090687465,0.021214887175301556
16,86.0,0.01892458860820625,0.017110387951834127
17,87.0,0.011293669670703822,0.021647603705059738
18,88.0,0.00980506639170926,0.022344287630403414
19,89.0,0.009516289751627483,0.01666585878119804
20,90.0,0.020138082871562803,0.02250916827470064
21,91.0,0.01926955412127427,0.026980408118106425
22,92.0,0.009199509440804832,0.02095460314885713
23,93.0,0.008439267106587068,0.016060165065573527
24,94.0,0.01924486487478134,0.04920148501405493
25,95.0,0.020467276312410833,0.05539778380189091
26,96.0,0.012705137103330344,0.049466532646329144
27,97.0,0.017102266126312316,0.04156019696965814
28,98.0,0.04562642297096318,0.0229562604916282
29,99.0,0.006901006563566625,0.02203097054734826
30,100.0,0.005025976244360209,0.009532095887698233
31,101.0,0.002476265688892454,0.010894709202693776
32,102.0,0.005620419015758671,0.005947742269199807
33,103.0,0.009941316327604,0.0063022040529176595
34,104.0,0.002817240867034343,0.007200695728533902
35,105.0,0.003013340258621611,0.005056566232815385
36,106.0,0.0019258669490227476,0.00520918034017086
37,107.0,0.00158881590468809,0.0037430541226058265
38,108.0,0.0038941827020607888,0.009105408715549856
39,109.0,0.0053954862349200996,0.00969976633641636
40,110.0,0.001918675666092895,0.010231108717562165
41,111.0,0.005613520558108575,0.009602864451881032
42,112.0,0.004478536621900275,0.008538209096877835
43,113.0,0.004931788073736243,0.008555031538708135
44,114.0,0.00886309772176901,0.009075141348876058
45,115.0,0.008391607526573353,0.008112562267342582
46,116.0,0.0035787438158877195,0.00960760120942723
47,117.0,0.00562899328651838,0.008032013001502492
48,118.0,0.0034790266028721815,0.007131335441954434
49,119.0,0.0066807819268433375,0.005647678545938106
50,120.0,0.00588788888999261,0.005881095721269958
51,121.0,0.007416823534731521,0.005022901899064891
52,122.0,0.004510752952774056,0.005258265120210126
53,123.0,0.0038267778261797504,0.0061742140853311865
54,124.0,0.0024502695741830394,0.0033573249878827483
55,125.0,0.003604370407992974,0.0027806407066236715
56,126.0,0.0030077847652137278,0.0026789805891894503
57,127.0,0.0015772382772411219,0.0032198201573919506
58,128.0,0.002164971246384084,0.003917117851960939
59,129.0,0.0016670082812197506,0.0033572055210242977
60,130.0,0.002168743230868131,0.0018959021515911445
61,131.0,0.001070001584594138,0.0023425742983818054
62,132.0,0.0018834099639207125,0.0028288655332289634
63,133.0,0.0014087162795476615,0.002564771412016853
64,134.0,0.0015285400702850893,0.001779226014696178
65,135.0,0.0009448839060496539,0.001825943218136672
66,136.0,0.0013751068065175787,0.0017726095058606007
67,137.0,0.0013524663896532728,0.001858103535778355
68,138.0,0.0013325754014658741,0.001228044209710788
69,139.0,0.0008309214856126346,0.0019892730095307344
70,140.0,0.0014658286410849542,0.002464134749607183
71,141.0,0.0015640444704331457,0.0020622474388801494
72,142.0,0.00128185125940945,0.0016066121301264503
73,143.0,0.0009656629932578653,0.00161310333860456
74,144.0,0.0019591361982747913,0.001636741976835765
75,145.0,0.0017665485618636012,0.0017384852544637397
76,146.0,0.0018930097412521718,0.0015710047431639397
77,147.0,0.002509074243425857,0.001115354831563309
78,148.0,0.003748911561706336,0.0022649343285593205
79,149.0,0.0017813951650168746,0.0019749859638977796
80,150.0,0.0036143952544080093,0.0017556211882038043
81,151.0,0.002075215592049062,0.0027479128932100137
82,152.0,0.002316154324216768,0.0029925142793217675
83,153.0,0.0025599631713703274,0.0036683112906757743
84,154.0,0.0030695557652506977,0.002428671976667829
85,155.0,0.0015050451791466912,0.002078155631897971
86,156.0,0.0013117894362949301,0.0031240325479302555
87,157.0,0.003538221021881327,0.002806885668542236
88,158.0,0.0013884846906876192,0.003470426960848272
89,159.0,0.0017017543606925756,0.002745150795090012
90,160.0,0.0029265153600135816,0.002246839285362512
91,161.0,0.003969136212253943,0.004945515696454095
92,162.0,0.002075892215361819,0.0027649629053485116
93,163.0,0.0019544610564480535,0.003256017949024681
94,164.0,0.0018150255535147152,0.004386382534721634
95,165.0,0.0017826460709329695,0.004701929196016863
96,166.0,0.00127149713516701,0.004237005533650517
97,167.0,0.0018560802294814494,0.0033337823173496873
98,168.0,0.0028343264668365007,0.0034710324660409244
99,169.0,0.002656473316892516,0.005943935463437811
100,170.0,0.0014664469570561777,0.004275205018348061
101,171.0,0.0014245008263969795,0.004532164303236641
102,172.0,0.002027742873178795,0.006227629241766408
103,173.0,0.0025890587974572556,0.004801913272240199
104,174.0,0.0030948018800700085,0.004243482346646487
105,175.0,0.0026521348918322474,0.0032637240423355252
106,176.0,0.002575210141367279,0.004732078779488802
107,177.0,0.003679742921303841,0.00497685254085809
108,178.0,0.0026011424110038207,0.0058903276920318605
109,179.0,0.002744863508269191,0.003212733510736143
110,180.0,0.003604061223450117,0.0037402297894004732
111,181.0,0.004567405840498395,0.005010783413308672
112,182.0,0.00410876109090168,0.0026433928534970617
113,183.0,0.0026306932384613903,0.0024714134124224074
114,184.0,0.00469981882488355,0.003964108249056153
115,185.0,0.002515178802423179,0.0035172276315279306
116,186.0,0.002498566706708516,0.0025438339944230393
117,187.0,0.0013265195666463114,0.002245032113569323
118,188.0,0.0017108249245211481,0.004170306370360777
119,189.0,0.0025688274909043685,0.004121029342059046
120,190.0,0.0011533701863299939,0.0041319280921015885
121,191.0,0.0012659195112064482,0.004015578737016768
122,192.0,0.0008964512511738576,0.0033338664317852816
123,193.0,0.0020388320335769095,0.0031840159092098473
124,194.0,0.005322686219005846,0.0020541741934721356
125,195.0,0.0009054176282006666,0.0022022013648893336
126,196.0,0.0015212661703117192,0.0019269893236923963
127,197.0,0.001466791523853317,0.0018448230985086411
128,198.0,0.002559238750109216,0.0023810206443158678
129,199.0,0.0015984968849807046,0.002123967379156966
130,200.0,0.0021448544022860004,0.0029888325138017536
131,201.0,0.002960949926637113,0.0029681594300200232
132,202.0,0.0026653348686522804,0.002278218776336871
133,203.0,0.001547604033839889,0.002741731604328379
134,204.0,0.0014649860444478691,0.003013134945649654
135,205.0,0.002379422550438903,0.0022141414927318694
136,206.0,0.0017885014065541327,0.002124751457449747
137,207.0,0.0018003572709858417,0.00251828850741731
138,208.0,0.002048513523186557,0.001263052163994871
139,209.0,0.0024250839953310786,0.0016894439817406238
140,210.0,0.003262395004276186,0.0028004221923765725
141,211.0,0.0022104237461462615,0.0030273835460320696
142,212.0,0.0011452873732196167,0.0024652617728861516
143,213.0,0.0016493349823576864,0.0023780256044119595
144,214.0,0.0041001462319400165,0.001632074896042468
145,215.0,0.0016956489998847246,0.0023592515077325515
146,216.0,0.0021580448374152184,0.0029824401368387043
147,217.0,0.0017911969611304813,0.002672603809332941
148,218.0,0.0013447372359223664,0.0033445396227762105
149,219.0,0.0016373090169508942,0.003083679666451644
150,220.0,0.0015731016581412404,0.0013558497710619121
151,221.0,0.0016775530704762787,0.001858248736243695
152,222.0,0.001141826000821311,0.0017809106764616444
153,223.0,0.0018658736094948835,0.002288337623758707
154,224.0,0.001987944112624973,0.0011747919517802075
155,225.0,0.0014914161452907137,0.0022987758042290808
156,226.0,0.0029346673778491094,0.002310344855141011
157,227.0,0.0011529892581165768,0.0009174283433821984
158,228.0,0.0008379987157240976,0.003384110372280702
159,229.0,0.0015739760652650147,0.0012403602915583179
160,230.0,0.0020097857326618397,0.0011386594007490203
161,231.0,0.0013973712673760019,0.0008596078820119146
162,232.0,0.0015057322474604008,0.0011282524268608541
163,233.0,0.00199441666045459,0.000842367451696191
164,234.0,0.0014880827744491397,0.0006233667940250598
165,235.0,0.000724328789874562,0.0011904176280950196
166,236.0,0.0027752047637477515,0.002115536724159028
167,237.0,0.0018310822488274425,0.0010245384122754332
168,238.0,0.0012706250417977571,0.0010894290939177154
169,239.0,0.0020692750658781733,0.0012068161260685884
170,240.0,0.0031545243262371516,0.0014812448265729473
171,241.0,0.001847358065424487,0.0014440864732023328
172,242.0,0.0020087949465960263,0.001395903014781652
173,243.0,0.001893238295815536,0.0027335413280525243
174,244.0,0.0017578794329892844,0.0012263338452612516
175,245.0,0.004187781611108221,0.0022579118754947557
176,246.0,0.0019096602081845049,0.0015253410703735427
177,247.0,0.001363387395394966,0.0014252849457989214
178,248.0,0.002505861329700565,0.0018989226722624154
179,249.0,0.0020387355849379673,0.0019489413767587393
180,250.0,0.0023262080423592122,0.001962216221727431
181,251.0,0.0015536004328168928,0.0014593844542105216
182,252.0,0.002205884720024187,0.001706301048398018
183,253.0,0.004979480861220509,0.0022783944819821044
184,254.0,0.004888029029825702,0.002780238255218137
185,255.0,0.0052275392088631635,0.0022338056660373695
186,256.0,0.004704580592806451,0.002534596115583554
187,257.0,0.0034296940109925346,0.0033846022124635056
188,258.0,0.00435031824890757,0.0024406335156527347
