,error_dl_-5e-07,min_dl_-5e-07,max_dl_-5e-07,error_dl_-6e-07,min_dl_-6e-07,max_dl_-6e-07,error_dl_-7e-07,min_dl_-7e-07,max_dl_-7e-07,error_dl_-8e-07,min_dl_-8e-07,max_dl_-8e-07,error_dl_-9e-07,min_dl_-9e-07,max_dl_-9e-07,ul
0,0.1307765853370904,0.05300174791636491,0.30701638862775593,0.09621532416629844,0.02341651405337583,0.21887708716184737,0.1332746315025973,0.006841899965774059,0.2607723082014503,0.08727538141316313,0.002708591353585354,0.16506424161828062,0.10042439649918815,0.004172137875696842,0.24651574576264274,1.4
1,0.08025167160575748,0.003910843392845573,0.22937952572864745,0.08292642525367125,0.012373391189499188,0.14050924902091824,0.11282910572613199,0.025897754315829954,0.25556341157889967,0.06560383340926071,0.009272553473506697,0.14658186586524813,0.07836747830073423,0.004166732743132761,0.2106524003609362,1.38
2,0.09672179905494041,0.004073321480639261,0.22815762327010833,0.11491194465010213,0.030408619094809658,0.22532868290021504,0.08308459778815795,0.007085373716207285,0.1732680102314059,0.11502543134353385,0.014687138382583734,0.3879419556877908,0.07565646863090776,0.005836557741082796,0.1830067174506545,1.36
3,0.10469103289773322,0.02040788181134323,0.3100460230975709,0.11769808519856313,0.041636338611487134,0.20645733493577315,0.0995664829268477,0.009321576803779342,0.208521761318699,0.04977588523617884,0.001336462723145918,0.16785715807771684,0.09437009743120275,0.004700957777832208,0.16995448210576133,1.34
4,0.14670492312395433,0.01486855151942265,0.2711845712663978,0.0937972792932904,0.007560985673731676,0.2762197281516612,0.09375019237012451,0.032467236868036924,0.1512090761259925,0.06170244768043388,0.001280457042236762,0.14401944103511002,0.07827304611431371,0.004430939849499706,0.15575504794649736,1.32
5,0.1806240610797198,0.02258743258933074,0.3328379589203567,0.08913101447101295,0.011981543767660472,0.2126739942450946,0.08078263167765287,0.02463157973134987,0.316647993814103,0.07814931049313859,0.003963183691430891,0.16200365901717995,0.06584439660580323,0.005468274533504662,0.14894897975521368,1.3
6,0.1062392186927477,0.0023116547003669144,0.20464856158590405,0.09876610398253038,0.02821114507497598,0.22466435686574945,0.09750684775146037,0.0006838090976829639,0.2690747480934923,0.0687250858908725,0.00012787817558533208,0.12410651670456942,0.1040924978046879,0.004910681629853788,0.21477363937479838,1.28
7,0.05582901159996893,0.006098669984271654,0.16800503843418893,0.09837719799546714,0.0011159273374359542,0.25704042885465,0.08634957322036287,0.004875093405720235,0.2736057248123424,0.08116711674233253,0.0407762502053295,0.1103708205882065,0.08736516967121456,0.0008762321506599078,0.33928524410233185,1.26
8,0.08152766904840905,0.0029245509059429996,0.23830371755872162,0.06844573228970345,0.0034392074074189164,0.15791339336691387,0.05700498908253519,0.004910100266569617,0.10608079737763237,0.0792055299110771,0.014414782149902553,0.1878313348944313,0.06693004167143966,0.011036140410068885,0.1362742913990627,1.24
9,0.07066917243791201,0.007914509822822836,0.12366271989032598,0.054765220367191614,0.0005402021776239545,0.15540826289916818,0.07647574658973831,0.0012406459597296333,0.22730173303473508,0.1699479042075775,0.08539928912911725,0.2671016051814469,0.052112967153843684,0.003416102617386949,0.1362325468605373,1.22
10,0.0933044147776487,0.0033587564086455103,0.21178770241114495,0.09442363617959997,0.013944706336252373,0.19906695308500064,0.12279767909697478,0.03460243184844181,0.1917587041227493,0.11060333285679466,0.025929165129107826,0.2647019627103364,0.11773391771099088,0.0011208537077117176,0.28726424590269733,1.2
