,bh,error_dl,min_dl,max_dl,error_ac,min_ac,max_ac,error_dev,min_dev,max_dev,error_lstm,min_lstm,max_lstm
13,0.04,0.06675032899663742,0.006992326339887529,0.13554682000049337,1.6454455076711534,1.3645856781768717,1.7399008980874058,1.5585477827327867,1.344868087130059,1.653334959518791,0.08408229459078667,0.028530052314692366,0.2143881796719338
14,0.041,0.08379098748139852,0.012813276634523233,0.09393066045952354,1.65724485560184,1.3533137912968578,1.7006635790739804,1.6285237691634817,1.321765448605905,1.6723463863859929,0.12399333522875397,0.12142585849111998,0.1419656723921919
15,0.042,0.08969949103795041,0.029375254993916744,0.10065000341256959,1.5240017986344703,1.2225124666591307,1.6050759962910786,1.6840452626068025,1.3155182014303615,1.8124457390535471,0.18772814358248688,0.10273783406625818,0.3732152059974319
16,0.043,0.09371561121338892,0.0019299923280731552,0.17808661599334913,1.4176311047627725,1.3549788558980085,1.4732717932152724,1.4233743847428,1.2585292998398911,1.4908191763317042,0.2400523881198719,0.11177673488433217,0.5103247883527171
17,0.044,0.07309401258859256,0.004192423994209273,0.18434880660407305,1.4799056423733639,1.144048151425898,1.6591329914397592,1.4691333146457155,1.2632968858319311,1.6584536409932118,0.11262248730271507,0.012825968056700603,0.32968337089366456
18,0.045,0.10291068869043166,0.00348563708062346,0.24302555585597221,1.459367992036994,1.1094235094368476,1.612765704249067,1.413849008515197,1.0946850420231813,1.8592300205194805,0.2271015797303084,0.08235958287404892,0.4016381656241429
19,0.046,0.10419781138324057,0.034431406710886105,0.16524860890873921,1.4064647277603053,0.9615703181369029,1.6746730549354492,1.3790173250786888,1.2835225626385134,1.6167695820060308,0.11801234823280557,0.011701203783742469,0.33361781882456376
20,0.047,0.09526467118273552,0.013092318483135525,0.1984104056608555,1.4949621039188132,1.2110164523558604,1.6598524839668918,1.579232551011087,1.3624227436850511,1.8593699611859058,0.17172893396092734,0.057804025549124685,0.4217079219797538
21,0.048,0.0675560671691579,0.0023948444183923387,0.14769607640013016,1.476181585631283,1.2456525435128287,1.6810781809604973,1.4855277248308225,1.3869890884599063,1.6418769735741645,0.11095527494939066,0.028666603018839117,0.31883113161200344
22,0.049,0.02812223890780955,0.01317012025729652,0.04093834060824929,1.657420325199788,1.484054493983536,1.8060196090994327,1.4459755284808498,1.3506745716691388,1.5571599780945122,0.07165423023909862,0.05805650202276493,0.0875182464914879
23,0.05,0.059410341405228405,0.022201166873473576,0.10544751074616482,1.4766841811769047,1.1243247906397653,1.8687622867810374,1.4879679550408107,1.1903888533150688,1.6271592578411012,0.11745627882085607,0.027092057741420213,0.3180458903791476
24,0.051,0.0961012590478994,0.0838601527522438,0.10175100041512508,1.4272246000040278,1.352393680310308,1.4617619475549755,1.419205682197419,1.4100807752359776,1.4389763139472094,0.13040760481702832,0.11034268548073489,0.17388159671233067
25,0.052,0.034247675573045755,0.010584448159106606,0.04019837609533255,1.5233379444874249,1.3278783878118439,1.631719470050932,1.4912686602563345,1.2401968090808235,1.6417219990066552,0.17717834438514526,0.01671214055042154,0.46400962739360163
26,0.053,0.10987582693829094,0.09448282867641605,0.13354933393820503,1.2902785296557218,1.1814450831394914,1.4125694664183472,1.3480534308962768,1.245750487428768,1.3907649809465559,0.3625112684877977,0.22775498991823165,0.472111165064514
27,0.054,0.039142951382796505,0.002705183326634856,0.07639005671047738,1.3323971054337307,0.7233410334945422,1.7028554091011705,1.4270002471758778,1.299896860055792,1.6672309615692156,0.17177032135588924,0.002522815849790174,0.3920939248136043
28,0.055,0.09984788815851206,0.004291818638352057,0.21553173366812806,1.4296731816934145,1.2602326871486165,1.5964749929149156,1.3896400830732871,0.9374077298302447,1.664378563884124,0.13108283221681294,0.02217720238727187,0.23948535627203377
29,0.056,0.0856404000903811,0.017792376222938947,0.20015743851017403,1.5239608600006906,1.2034515483005603,1.8900745784951438,1.6126248441604891,1.2584833990584052,1.798443525812964,0.1656287047098831,0.04092394787034625,0.43724303953242355
30,0.057,0.14042072050563453,0.041645643768832764,0.19313686264536178,1.478698807250204,1.2483860594637939,1.7180761230573545,1.4164613066119527,1.1324804072496255,1.5847834205255038,0.2212299413650841,0.07500512106723006,0.438856485311213
31,0.058,0.08183489634989048,0.01570788003702275,0.121309062453,1.46584344375476,1.2828917903095889,1.589685264067033,1.4177343723260538,1.230041904182157,1.5880682174151197,0.18444294036980996,0.027244153014901424,0.3748751753911915
