,error_dl_1e-05,min_dl_1e-05,max_dl_1e-05,error_dl_2e-05,min_dl_2e-05,max_dl_2e-05,error_dl_3e-05,min_dl_3e-05,max_dl_3e-05,error_dl_4e-05,min_dl_4e-05,max_dl_4e-05,error_dl_5e-05,min_dl_5e-05,max_dl_5e-05,kl
0,0.08431551183898467,0.0014641490245414592,0.26604236334895554,0.11234581331908386,0.017363726217208688,0.29468663085126706,0.0706449810939084,0.014946723950561078,0.25796292249554403,0.137922457465926,0.05306342976400302,0.21525818150059808,0.11698818141006417,0.001387784635603033,0.2795111426523224,0.2
1,0.048700922080685584,0.0004101478433340543,0.09135822532188484,0.09727957517102714,0.01661391605314889,0.2126574533262672,0.10533270605059024,0.004881034610054282,0.2655885190304795,0.12016622826355569,0.0031739785753444696,0.2686673992030667,0.09612870104893287,0.021566929079101408,0.20678755025297296,0.22
2,0.09614973377499154,0.026956244803763157,0.23909998405018437,0.05356333500025719,0.015910835118314592,0.09862015038665184,0.07576633809521909,0.017522127282458493,0.13290967036988532,0.08117437940518185,0.022397791597606184,0.15338937672588276,0.08466076274106335,0.009506666447210882,0.16931617569386373,0.24
3,0.07252534755813607,0.01616529061805177,0.16546400626400362,0.05551642538719538,0.002578631457752862,0.1719862429706627,0.10359955002750958,0.010358696506447529,0.1921367465397333,0.11830861144208948,0.007187533599360363,0.2348306553137295,0.09226655919847729,0.02039161047659742,0.19800379222698627,0.26
4,0.08970623796784136,0.028836765106448472,0.1492450723453472,0.07824493009447206,0.025659897350194517,0.14281833785075007,0.11858942073062599,0.02048443877435238,0.2918839447185115,0.0888494620832462,0.0019929056988012956,0.18492307970840177,0.08997789709519702,0.019061095560288066,0.2285402768592585,0.28
5,0.11762924017097723,0.005567194275954406,0.2618556767657399,0.09868954524202075,0.023158624748542966,0.19686903221788618,0.07719365214779336,0.02217574362542204,0.14802653208508332,0.12378804274982955,0.0168468309272869,0.26337381815110794,0.10702270756240799,0.011903754494634182,0.4147951555831027,0.3
6,0.0670147582351929,0.0010366509942473343,0.1585513901980886,0.08359528199111804,0.012945065936405244,0.22605636452040997,0.11927059451481185,0.012276244644521003,0.2165240258997333,0.12312093599445281,0.02428570538759115,0.23607471733975455,0.09467868803107296,0.01365807500734568,0.17570852707414056,0.32
7,0.0544451145208694,0.015968550452758756,0.0965887969981087,0.06951632279713514,0.00012238482211458763,0.13451274925770643,0.11244055566753115,0.02199830122230782,0.21051782872889105,0.07118056124985646,0.002408812494036268,0.1669048245470813,0.11980676643607169,0.03580073294715466,0.32587787677276975,0.34
8,0.08404352729560763,0.025234915849051118,0.18614977581709688,0.09732076546442091,0.006772427218969912,0.20394659075564447,0.08038584153852477,0.0026392372811977934,0.17288594023030912,0.10712360825153824,0.01450804987865229,0.18404877672955672,0.10851315557496807,5.006039236280425e-05,0.2593435161253984,0.36
9,0.05104020311374306,0.01652905676018839,0.1322685183674075,0.05774431677456891,0.0004566222680818989,0.13374998255746742,0.09347039702514419,0.004281942728087214,0.21363457643760944,0.13077751176280716,0.007960426746993269,0.2774460856083342,0.09407835263903824,0.0003716290775696347,0.22213347237065284,0.38
10,0.07388162111891029,0.0010591330162087558,0.1293720148399259,0.08728480243826821,0.013133647375813176,0.18248273008206115,0.08904022285832133,0.0031316491503691523,0.21707582593904504,0.08242101272652241,0.03076403994078955,0.2195927996105621,0.10977852460912026,0.006147641344229017,0.22670917563304221,0.4
