,kh,error_dl,min_dl,max_dl,error_ac,min_ac,max_ac,error_dev,min_dev,max_dev,error_lstm,min_lstm,max_lstm
81,0.105,0.052588563516823866,0.002578631457752862,0.09288829484041053,1.5025360863367825,1.3612802548965948,1.6909250630087764,1.0366760004376185,0.2772792974711232,1.5490053599310123,0.21180535334541012,0.00940231835980145,0.37423536804248964
82,0.106,0.058817500698733774,0.015910835118314592,0.10376734083060152,1.4886068191770092,1.4219547009461344,1.5584328477998302,1.4543482243863763,1.2887055058301797,1.6278786914452492,0.21662254343330825,0.1776395893439388,0.25746182866979045
83,0.107,0.08980452458987943,0.042635998762589764,0.14281833785075007,1.579532109074742,1.2278267001562513,1.7529746672020048,1.4076822349109765,1.1911180842640223,1.6408152798666984,0.18404477395648297,0.03862373518478738,0.4194092789935151
84,0.108,0.068643892722577,0.004881034610054282,0.12875383257821285,1.657952785861617,1.4334130968489593,1.7852071279993287,1.472743022051123,1.3742263387752194,1.6175453966016096,0.07078872284809518,0.04796972839297909,0.0839817033046647
85,0.109,0.07798232342438763,0.014527118770625206,0.13285537549518725,1.5890565980665063,1.418325618526636,1.7039614014080515,1.406030191273404,1.2831315296500756,1.5743829072295252,0.134227718405628,0.04655906607387509,0.1831082621102056
86,0.11,0.10683738393829607,0.0758380406176291,0.12366301567379831,1.4757568654534103,1.442570027432171,1.4982828021803567,1.4010128736643683,1.094043185853679,1.5813126696694901,0.24124280514046198,0.07431953070197728,0.36333445977607454
87,0.111,0.06624934666916073,0.01821831923099195,0.14035436043090685,1.5301246552932763,1.3291823566186587,1.6603650340638623,1.430415558709565,1.3920775408893522,1.455264273963407,0.223053197930597,0.07562927218550772,0.45050725479444903
88,0.112,0.08252228629893203,0.012209235497242435,0.1921367465397333,1.4907476561013562,1.3146982941246506,1.6177906511278237,1.3657128008922517,1.2465444698441073,1.4949329544429164,0.2510756282046061,0.15842103283360465,0.37841756332998494
89,0.113,0.14532276688795684,0.07185139489955618,0.20766522962857037,1.4752541479160513,1.3177103112224235,1.6948572496634597,1.3779847255560311,1.2773532025996266,1.5486266381958675,0.22888836106892466,0.00505701228369596,0.36741657076311945
90,0.114,0.08780321904866102,0.04772047369076,0.14118633955939575,1.5075985660599995,1.367946537504758,1.6797180229224118,1.4307966399026888,1.2369289707195048,1.6295336883661504,0.17315443119712265,0.02971533275801738,0.38723328771089305
91,0.115,0.18347192878913154,0.17690319586061157,0.19146092829679093,1.4138007390520984,1.4026888892189775,1.4229371489148868,1.2317735947168997,1.1972548621384356,1.273755837042059,0.33293806020000044,0.2791341239098425,0.39837528001235484
92,0.116,0.1313542520920951,0.1292362763143771,0.13540283725522417,1.575577245287321,1.4567923521607913,1.6520422551824663,1.3954097801811656,1.2835915690926911,1.600725494916585,0.10835703257656154,0.04767551506642765,0.2178177817322005
93,0.117,0.06774780974018267,0.020174926961308418,0.11766771230629328,1.4645523554509419,1.3995291205450844,1.549798190595105,1.2427491904751524,0.7984889438292616,1.5581496640541914,0.22838303236739374,0.16863135818036892,0.2957676651716967
94,0.118,0.03731470573461333,0.03731470573461334,0.03731470573461334,1.4759922021485141,1.4759922021485137,1.4759922021485137,1.3516839114393624,1.351683911439362,1.351683911439362,0.10385252490362787,0.10385252490362787,0.10385252490362787
95,0.119,0.09741729245407146,0.09741729245407146,0.09741729245407146,1.2578185472875012,1.2578185472875012,1.2578185472875012,1.2937492646157578,1.2937492646157578,1.2937492646157578,0.31740851347959553,0.31740851347959553,0.31740851347959553
96,0.12,0.14407794897613324,0.1440779489761332,0.1440779489761332,1.4319348359585662,1.4319348359585662,1.4319348359585662,1.27653402161745,1.27653402161745,1.27653402161745,0.34000111455920706,0.34000111455920706,0.34000111455920706
97,0.121,0.0272529974499496,0.0004101478433340543,0.05306342976400302,1.5810461456457332,1.5365414167952378,1.623839154155824,1.3665516752194515,1.3006199966401908,1.4351206209418825,0.1700198541258034,0.10952457727316761,0.2329349420525446
98,0.122,0.10658022034518552,0.08221420782338558,0.13290967036988532,1.3953309128380478,1.3629355694856584,1.4459218533089977,1.347449483739747,1.1757512766657685,1.5035330594982033,0.30870527249234225,0.14102374497444028,0.44542103784574094
99,0.123,0.026014893640872096,0.014946723950561078,0.040322527630786344,1.361336507599522,1.2342718802119017,1.4596317853899456,1.3313308392661258,1.258739167152537,1.42516885443735,0.25543243104717916,0.17654198921518405,0.3574127582934167
100,0.124,0.10165357429006111,0.021566929079101408,0.15338937672588276,1.308223286129554,1.2323311620568485,1.3888679274581497,1.385124529742097,1.2556713817616376,1.5235216720178217,0.34670783250499776,0.2806162647579031,0.38763761151906545
101,0.126,0.0014641490245414597,0.0014641490245414592,0.0014641490245414592,1.5384135826681002,1.5384135826681005,1.5384135826681005,1.4209071230460886,1.420907123046088,1.420907123046088,0.2570845524571291,0.25708455245712897,0.25708455245712897
102,0.127,0.07099467659795988,0.031839479401000056,0.11110487860460165,1.2971452833041681,1.2397772204491389,1.3531474399007448,1.1788011114299206,0.9868953555913371,1.375387495459689,0.4101223816896567,0.4100540839906735,0.41019234518617614
103,0.128,0.14988687601274986,0.04574086758387548,0.25796292249554403,1.4644523450705633,1.4154601449721549,1.511663010619939,1.3538226460008553,1.2118422124247703,1.490640154719628,0.35137520382112514,0.18802858596410343,0.5087819446651641
104,0.129,0.08232123893189743,0.016805069241998673,0.21525818150059808,1.4145636311134715,1.302190614057833,1.4793174413840984,1.526757845106015,1.324584909528542,1.8056149188901476,0.3581480611202646,0.26022947999621027,0.4279750466496697
105,0.13,0.15896734759314166,0.14544039983621498,0.17143335827109366,1.4649142048694925,1.4007879346887007,1.524010963663555,1.3113990346987565,1.2931518824209565,1.3282150377782984,0.27405333154425343,0.2250821357217843,0.3271922887133155
106,0.131,0.1520311873387091,0.12116891007166586,0.20678755025297296,1.4046356359320358,1.2107452178334344,1.5390528076284082,1.2803207256590807,1.2478588694923765,1.3352573673206753,0.32906604502677883,0.3236477006848975,0.3402224808543126
107,0.132,0.14119248243217433,0.14119248243217433,0.14119248243217433,1.54327660593266,1.54327660593266,1.54327660593266,1.6046021034349691,1.604602103434969,1.604602103434969,0.24108973595273342,0.2410897359527334,0.2410897359527334
108,0.133,0.05439162688868317,0.03813608167289815,0.0709789179251985,1.4098029580242046,1.3332951209760793,1.484780638331367,1.3937617552888657,1.3646459132949458,1.4234717981398037,0.3676378202450086,0.3468428158987242,0.38801692450436714
109,0.134,0.13883318445429302,0.09135822532188484,0.19471632683499918,1.4751986646874495,1.4581732284404343,1.4915155641549445,1.3652047837440031,1.1505783795223974,1.5533083468598368,0.3544521699998607,0.26205356219734577,0.44625761087195664
110,0.135,0.13576237796320215,0.0031739785753444696,0.2655885190304795,1.394210860184702,1.3661277264756857,1.421708928608113,1.1972415948123507,1.0879109258082742,1.3088984482633228,0.38731664209152966,0.36533158136288524,0.40976947006971964
111,0.136,0.13800734398175193,0.07261524922344291,0.1709969979520642,1.4310213014046604,1.3142892763834617,1.5165483481823872,1.386469914733205,1.1001004146690996,1.5561862290603137,0.34565241291500143,0.2891674182721107,0.4166383590955797
112,0.137,0.1917423888224604,0.19174238882246045,0.19174238882246045,1.2358754167522883,1.2358754167522887,1.2358754167522887,1.3717702255884268,1.3717702255884265,1.3717702255884265,0.4545952704024207,0.4545952704024206,0.4545952704024206
113,0.138,0.08201272410842489,0.08201272410842489,0.08201272410842489,1.1871832516705232,1.187183251670523,1.187183251670523,1.1895504494884903,1.18955044948849,1.18955044948849,0.41934696712487013,0.41934696712487013,0.41934696712487013
114,0.139,0.14681217020230755,0.04075298940535053,0.2686673992030667,1.3479069369197996,1.2806657710833047,1.4064316553330447,1.3211166158987895,1.2781105135100344,1.3705278824731042,0.3655156175010646,0.3212007250888745,0.41643060027251705
115,0.14,0.27951114265232246,0.2795111426523224,0.2795111426523224,1.435361147094184,1.435361147094184,1.435361147094184,1.539951583394613,1.539951583394613,1.539951583394613,0.33232246715479463,0.3323224671547946,0.3323224671547946
116,0.141,0.0013877846356030329,0.001387784635603033,0.001387784635603033,1.4103611967699843,1.4103611967699843,1.4103611967699843,1.3548771021318091,1.3548771021318093,1.3548771021318093,0.34487061807968244,0.3448706180796825,0.3448706180796825
117,0.143,0.06557042093071301,0.06249932227515535,0.06903357473378864,1.3509416551084512,1.3103307004889573,1.3869551431672476,1.3075195587857804,1.288323706936195,1.329165944914036,0.4180529991872228,0.3624006872417555,0.4808098615938136
118,0.147,0.12019418846397391,0.12019418846397391,0.12019418846397391,1.364730277810305,1.3647302778103043,1.3647302778103043,1.2564735618852723,1.2564735618852723,1.2564735618852723,0.400378289880513,0.4003782898805128,0.4003782898805128
119,0.149,0.11104894935760495,0.070091969910697,0.13819772885216997,1.373335713831802,1.3487418565205715,1.3945073326976118,1.301979373005026,1.2742616858574243,1.346591782516009,0.4093981389183568,0.3991088763872787,0.41642512285272965
120,0.15,0.12268503330319339,0.1190164551202275,0.12621773822012353,1.3214137844365448,1.3034384301152941,1.3400804985393815,1.235590792085039,1.223973372788319,1.246777936592992,0.4216828407599155,0.41803532721774966,0.4254706432844724
