,error_dl_-1e-05,min_dl_-1e-05,max_dl_-1e-05,error_dl_-2e-05,min_dl_-2e-05,max_dl_-2e-05,error_dl_-3e-05,min_dl_-3e-05,max_dl_-3e-05,error_dl_-4e-05,min_dl_-4e-05,max_dl_-4e-05,error_dl_-5e-05,min_dl_-5e-05,max_dl_-5e-05,pl
0,0.0768870537228894,0.00651719378679871,0.22674703468744123,0.09743238027136883,0.026682868333433748,0.192966598230033,0.09977551039953216,0.012981859408230281,0.21318876178507198,0.1600014009356012,0.013046847552367572,0.2688221476602782,0.09155177224364569,0.020035848422002664,0.1852294649991997,0.9
1,0.08994234135570503,0.04151119335128303,0.2564881503421455,0.0852192956321406,0.018715216629290463,0.1659776820333121,0.099630069104958,0.007572502934029566,0.22003240077480532,0.13927187327796145,0.007799007330047659,0.33353555567936155,0.054063402023005136,0.001770141532744732,0.16610548735926478,0.82
2,0.09142757591216939,0.032440854868651545,0.20768859826135944,0.1099268466430384,0.0019474715456020808,0.27296193163578153,0.07949043392678584,0.009651235777431568,0.26463847739212965,0.13717699725816218,0.011854223432194156,0.2403610943855512,0.1057817467367356,0.0030832372628940797,0.23453969174055941,0.74
3,0.14849489600165783,0.015844591958732154,0.2634294664845721,0.13880043466111056,0.014989990548340965,0.22083260396270193,0.08563271760432396,0.016985243063715887,0.37651615649058967,0.11549038132256537,0.020953768013057664,0.2065745956604248,0.11042162799079866,0.0004120319801396117,0.1936664542487518,0.66
4,0.1476815287217078,0.02636392579064968,0.4019676139843267,0.09285581577279316,0.010515074479194614,0.22778041525810544,0.10660690641539236,0.027888552775677037,0.2277765013593134,0.14011095333378507,0.009710631386874679,0.31445473836807347,0.11315623200963847,0.028083323161306243,0.31525303551589906,0.58
5,0.12011412467480224,0.010187345292136732,0.28324768726027955,0.10252595002835659,0.0005628821495879608,0.2576505531142953,0.11690872263117166,0.008257498829432696,0.19169029483799702,0.10021688343583193,0.01274512307571361,0.2514950123176483,0.13014428325363464,0.0033239555589336953,0.27432566044298046,0.5
6,0.14260597905839717,0.052779724513259935,0.2604803699448484,0.11043500766907006,0.01874062784350228,0.3691883810305493,0.07489963440210808,0.0005470463565163049,0.20391167607059216,0.07467696997583592,0.004107509086861995,0.2552604447669107,0.08182452616147642,0.006819221828811598,0.24455138630337292,0.42
7,0.0692770255247708,0.005557839511937798,0.13444840431956623,0.12566059396397478,0.0014879552987459325,0.27519271219375774,0.12152521020804238,0.011510073695675855,0.28374591486354817,0.08988961810761263,0.0010960331704371444,0.2274091241324775,0.1553720526497726,0.0026778356478263524,0.39293652852472,0.34
8,0.1281090163134096,0.010997576461252205,0.24981981290974506,0.07681546966425286,0.0011966625339011481,0.18241275192516707,0.07218930655327312,0.025280087661415273,0.1678214776859606,0.13920259997736412,0.015922835919802963,0.33926244334295785,0.09835677091939891,0.005039703224018084,0.18047114112921137,0.26
9,0.09579040546748972,0.01569301259549204,0.22488291871771549,0.09557228139432432,0.00854580553540433,0.25414442006601745,0.11597070065198763,0.024684269426409732,0.3345865865702498,0.0809436517536179,0.04063335453425662,0.17984709743356952,0.09550698326707384,0.021864559574676642,0.22090852952877194,0.18
10,0.09544607826328366,0.002126135031224907,0.3732749732282089,0.07661311705968774,0.024135028202661765,0.1487839483084175,0.07553466946352926,0.016495134762113648,0.1798786152964059,0.11891401713014052,0.0018620257003038258,0.21126897687592477,0.08179115762143756,0.02025887046892104,0.17723741462408293,0.1
