,dr,error_dl,min_dl,max_dl
0,0.0,0.10959326389750829,0.006841899965774059,0.2465157457626417
1,0.1,0.12705587990802164,0.015147134555577379,0.34796844936110405
2,0.2,0.17129704638444676,0.016713792490478253,0.3973164138787391
3,0.3,0.3064609625729761,0.017366324461625,0.7941291650037022
4,0.4,0.4261134676934407,0.03974973840297853,0.9638825711352421
5,0.5,0.528366171170202,0.09865173007042949,1.0142981760615677
