,dr,error_dl,min_dl,max_dl
0,0.0,0.10644462298196514,0.014283762939321255,0.23117623173111432
1,0.1,0.1570910145777849,0.02046093547062926,0.3366848450810194
2,0.2,0.24299728184258335,0.03571653678038422,0.6333685728745212
3,0.3,0.3404919445737889,0.07096616779458732,0.7136596282946057
4,0.4,0.44443498261260095,0.03419703345432483,0.851476667568103
5,0.5,0.7460168142177978,0.1973512191158994,1.5084784486633689
