,dr,error_dl,min_dl,max_dl
0,0.0,0.1044434018617514,0.014527137357769287,0.26604236334895554
1,0.1,0.07990100993630028,0.008779448024704385,0.2359407532479846
2,0.2,0.12930131600599742,0.01753119834353481,0.27106831512080054
3,0.3,0.21804767956306886,0.028757443817854136,0.44925898543739706
4,0.4,0.3244359352758672,0.013952623654255564,0.580099906130249
5,0.5,0.43098579908768203,0.09588854012840266,0.7865034822396643
