,dr,error_dl,min_dl,max_dl
0,0.0,0.11928474201695716,0.016146240984037056,0.29303814134506073
1,0.1,0.1816349017590805,0.009192612431789612,0.41771437418816115
2,0.2,0.324563121825914,0.06132198765042697,0.6248004131566234
3,0.3,0.45706460355148815,0.11093525874472059,0.6786053731315028
4,0.4,0.6254349658528926,0.2993600796312301,1.0051080536250587
5,0.5,0.7493018257065559,0.2940192062112828,1.2503704468401844
