,error_dl_0.0001,min_dl_0.0001,max_dl_0.0001,error_dl_0.0002,min_dl_0.0002,max_dl_0.0002,error_dl_0.0003,min_dl_0.0003,max_dl_0.0003,error_dl_0.0004,min_dl_0.0004,max_dl_0.0004,error_dl_0.0005,min_dl_0.0005,max_dl_0.0005,al
0,0.10737613511295085,0.017354526935028147,0.23117630213196663,0.13151881377925143,0.049145522784704326,0.2477976252758184,0.09696826643056675,0.03367923605284289,0.17577907029066828,0.1043154829707389,0.009984443023249296,0.25520414408474423,0.09204437427818604,0.008185669811334706,0.2260029855521223,0.0
1,0.08971444119959834,0.038911022249978264,0.18249363155580217,0.13288803153199027,0.028799204483064847,0.27831165941455666,0.10072090709527384,0.009445211789053817,0.20877530042358503,0.1253577230025088,0.0228291126966823,0.2642547628662798,0.10455035894237316,0.00482657843945062,0.2311621575436785,0.5
2,0.1785295659952108,0.039561942079211376,0.3347207889034924,0.15297631119840696,0.012626206247258343,0.41422761009079373,0.1240620617518455,0.007829698047479227,0.24826994573027483,0.09974035160984568,0.0009609536392024402,0.22872825826451695,0.08630099628141533,0.022830617931771886,0.19649971625522564,1.0
3,0.0753725666922844,0.028219594220991063,0.14780829748681,0.1493844120026308,0.017118599780524362,0.35182898744108165,0.10575100005253028,0.005560275002291319,0.21440922816398056,0.1890743871676662,0.01436925621771429,0.3151456030954757,0.1328555508208896,0.020508894061132682,0.39189252235022193,1.5
4,0.17505600269098,0.009117842012856323,0.3768885446104771,0.1627141151892602,0.05997180442344434,0.4409580092418482,0.13976475073454803,0.035838887407664104,0.3239781700079496,0.10282627228551242,0.001205211147542901,0.2829212183179141,0.14774171603189162,0.00660234307858463,0.398231495848386,2.0
5,0.1439824207353187,0.006755109854124364,0.38921448309501727,0.12700579291924,0.029841399889661814,0.30100941035377826,0.10084868202213071,0.004239182169553861,0.2600560775670142,0.11856320474901835,0.02034306824504139,0.23745054930926698,0.0850241414836672,0.002053694164051778,0.24514350192703657,2.5
6,0.09281327431342438,0.01911773135471536,0.27366238911775775,0.08729184414680788,0.02701587326815064,0.2588603724990501,0.09748692264273531,0.013535915522408442,0.20093074077656153,0.10381422723534073,0.013039630757656103,0.222714830062551,0.08210344257551593,0.02822731216748505,0.2668674991793137,3.0
7,0.1570335408117634,0.021560517924723552,0.25619812659478175,0.10289264020186972,0.019054632257274266,0.23243041485574478,0.13795783306805434,0.03225073696588853,0.2997319757938357,0.0914402844330106,9.10934889321926e-05,0.2126795720348912,0.11238496062479308,0.007476529017334333,0.2934019837947837,3.5
8,0.1001031286965092,0.004648027697314232,0.2638478083857189,0.13682282712744498,0.014516356698592185,0.4128741020703822,0.06995047365047005,0.010514949967844113,0.17497745995259292,0.06789190373251838,0.015009768706621183,0.16855737790465594,0.1548640494885247,0.040910435172747874,0.2730491570638353,4.0
9,0.15874344523045208,0.06475792504509313,0.3676215772780463,0.12673636843327318,0.0021890934121632268,0.28976325057645896,0.07946866217912756,0.003292071044682037,0.18158853074946812,0.08101013172679408,0.02374916572607302,0.1680755464131013,0.08738920192390168,0.027409556596775596,0.16851732930725336,4.5
10,0.1384245137149054,0.009157559545344243,0.32511736341518727,0.13887427815448009,0.031303267791619425,0.22110732925801388,0.10619995725429712,0.019353944785275825,0.18311898488746967,0.08819652034366778,0.016471248932099496,0.2143392038748911,0.10502520051173474,0.014334294988827503,0.3282375278609724,5.0
