,sigma,error_dl,min_dl,max_dl
0,0.01,0.03289559388138877,0.0050163028535264885,0.0802376936839616
1,0.05,0.048204671603128774,0.003544763940578595,0.08539295294074303
2,0.1,0.03663914093220199,0.004889976892255659,0.07473023088053267
3,0.15,0.04453106038109336,0.0036739226893230236,0.09334202918348672
4,0.2,0.046838195781001006,0.008483189679715581,0.08908193947625816
5,0.25,0.06106497112456754,0.004050193780019424,0.11580479564304182
