,sigma,error_dl,min_dl,max_dl
0,0.01,0.05164230057403414,0.009052942217529922,0.0939901819498436
1,0.05,0.048164788555648264,0.009745253822860287,0.10445882030227426
2,0.1,0.06940734433071073,0.013710001341592273,0.12005614824877436
3,0.15,0.06674439305716884,0.009434115937183008,0.10766434320346065
4,0.2,0.05490405326810755,0.0056368338181982955,0.11586408043709215
5,0.25,0.054326915263082094,0.008662252376049003,0.10026637035257638
