,sigma,error_dl,min_dl,max_dl
0,0.01,0.05271743221607687,0.004631032974772701,0.09579514165394519
1,0.05,0.03878677218606846,0.007074197578987598,0.08071724483557692
2,0.1,0.04775305219649825,0.003438746437653381,0.08225048140578681
3,0.15,0.05273513243579958,0.003985471939839265,0.10005626566210706
4,0.2,0.04976706191398243,0.0012860433529110434,0.08632589908255743
5,0.25,0.05718039079474819,0.0012336773290155662,0.11063484339445315
